48 NGÀY LẤY  GỐC TIẾNG ANH TOÀN DIỆN - CÔ VŨ MAI PHƯƠNG,,,,,,
NGÀY 1. THỂ KHẲNG ĐỊNH VÀ PHỦ ĐỊNH CỦA ĐỘNG TỪ TO BE,,,,,,
2,Bài thi online: Học ngữ âm với giáo viên nước ngoài,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 19. TÌM HIỂU VỀ TRỌNG ÂM TRONG TIẾNG ANH,,,,,,
1,Tìm hiểu về trọng âm trong tiếng Anh,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Trọng âm,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 20. CÁC CÂU HỎI VỚI TỪ ĐỂ HỎI KHÁC TRONG TIẾNG ANH,,,,,,
1,Các câu hỏi với từ để hỏi khác trong tiếng Anh,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Các câu hỏi với từ để hỏi khác trong tiếng Anh,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 21. LUYỆN NGHE SỐ VÀ TÊN,,,,,,
1,Luyện nghe số và tên,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Luyện nghe số và tên ,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 22. ĐỘNG TỪ KHUYẾT THIẾU,,,,,,
1,Động từ khuyết thiếu,,,,FILE ĐỀ,BAI HỌC
2,Bài thi online: Động từ khuyết thiếu,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 23. LIÊN TỪ AND BUT OR SO VÀ BECAUSE,,,,,,
1,Liên từ and but or so và because,,,,FILE ĐỀ,BÀI HỌC
2," Bài thi online: Liên từ And, But, Or, So và Because",,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 24. LIÊN TỪ CHỈ THỜI GIAN,,,,,,
1,Liên từ chỉ thời gian,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Liên từ chỉ thời gian,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 25. LIÊN TỪ CHỈ SỰ ĐỐI LẬP,,,,,,
1,Liên từ chỉ sự đối lập,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Liên từ chỉ sự đối lập,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 26. CÂU ĐIỀU KIỆN LOẠI 1,,,,,,
1,Câu điều kiện loại 1,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Câu điều kiện loại 1,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 27. CÂU ĐIỀU KIỆN LOẠI 2,,,,,,
1,Câu điều kiện loại 2,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Câu điều kiện loại 2,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 28. CÂU ĐIỀU KIỆN LOẠI 3,,,,,,
1,Câu điều kiện loại 3,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Câu điều kiện loại 3,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 29. LUYỆN NGHE ĐIỀN TỪ,,,,,,
1,Luyện nghe điền từ,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe điền từ,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 30. LUYỆN NGHE CHÉP CHÍNH TẢ,,,,,,
1,Luyện nghe chép chính tả,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Luyện nghe chép chính tả,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 31. LUYỆN NGHE VỀ GIỜ,,,,,,
1,Luyện nghe về giờ,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Luyện nghe về giờ,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 32. LUYỆN NGHE NGÀY THÁNG,,,,,,
1,Luyện nghe ngày tháng,,,,FILE ĐỀ,BÀI HỌC
2,Bài thi online: Luyện nghe ngày tháng,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 33. LUYỆN NGHE ĐỊA ĐIỂM,,,,,,
1,Luyện nghe địa điểm,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe địa điểm,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 34. LUYỆN NGHE VỀ TIỀN BẠC,,,,,,
1,Luyện nghe về tiền bạc,,,,FILE ĐỀ,BÀI HỌC
2," Bài thi online: Luyện nghe về tiền bạc

",,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 35. ĐẠI TỪ PHẢN THÂN,,,,,,
1,Đại từ phản thân,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Đại từ phản thân,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 36. SỰ HÒA HỢP VỀ THÌ,,,,,,
1,Sự hoà hợp về thì,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Sự hoà hợp về thì,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 37. TIẾNG ANH GIAO TIẾP (1),,,,,,
1,Tiếng Anh giao tiếp (1),,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Tiếng Anh giao tiếp (1),,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 38. LIÊN TỪ TƯƠNG HỖ,,,,,,
1,Liên từ tương hỗ,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Liên từ tương hỗ,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 39. LUYỆN NGHE VỀ CÁC QUỐC GIA VÀ CHÂU LỤC,,,,,,
1,Luyện nghe về các quốc gia và châu lục,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về các quốc gia và châu lục,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 40. LUYỆN NGHE VỀ SỞ THÍCH,,,,,,
1,Luyện nghe về sở thích,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về sở thích,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 41. LUYỆN NGHE VỀ CÁC PHƯƠNG TIỆN GIAO THÔNG,,,,,,
1,Luyện nghe về phương tiện giao thông,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về phương tiện giao thông,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 42. LUYỆN NGHE VỀ THỂ THAO,,,,,,
1,Luyện nghe về thể thao,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về thể thao,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 43. LUYỆN NGHE VỀ NGHỀ NGHIỆP,,,,,,
1,Luyện nghe về nghề nghiệp,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về nghề nghiệp,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 44. LUYỆN NGHE VỀ CÔNG NGHỆ,,,,,,
1,Luyện nghe về công nghệ,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Luyện nghe về công nghệ,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 45. TIẾNG ANH GIAO TIẾP (2),,,,,,
1,Tiếng Anh giao tiếp (2),,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Tiếng Anh giao tiếp (2),,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 46. KỸ NĂNG NOTE-TAKING,,,,,,
1,Kỹ năng Note-taking,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Kỹ năng Note-taking,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 47. KỸ NĂNG PARAPHRASING,,,,,,
1,Kỹ năng Paraphrasing,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Kỹ năng Paraphrasing,,,,FILE ĐỀ,ĐÁP ÁN
NGÀY 48. TỰ TIN GIỚI THIỆU BẢN THÂN VÀ THUYẾT TRÌNH BẰNG TIẾNG ANH,,,,,,
1,Tự tin giới thiệu bản thân và thuyết trình bằng tiếng Anh,,,,FILE ĐỀ,BÀI HỌC
2, Bài thi online: Tự tin giới thiệu bản thân và thuyết trình bằng tiếng Anh,,,,FILE ĐỀ,ĐÁP ÁN
